Date,Title,Artist,Rank,Is_New,Image,Peak_Posistion,Last_Position,Weeks
2021-01-09,It's The Most Wonderful Time Of The Year,Andy Williams,28,False,,5,5,21
2021-01-09,Run Rudolph Run,Chuck Berry,29,False,,10,10,9
2021-01-09,Before You Go,Lewis Capaldi,30,False,,9,0,45
2021-01-09,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,31,False,,1,0,27
2021-01-09,Afterglow,Ed Sheeran,32,False,,32,59,2
2021-01-09,More Than My Hometown,Morgan Wallen,33,False,,15,0,27
2021-01-09,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",34,False,,2,0,46
2021-01-09,Starting Over,Chris Stapleton,35,False,,25,66,18
2021-01-09,WAP,Cardi B Featuring Megan Thee Stallion,36,False,,1,55,21
2021-01-09,I Should Probably Go To Bed,Dan + Shay,37,False,,37,0,21
2021-01-09,Good Days,SZA,38,True,,38,0,1
2021-01-09,Feliz Navidad,Jose Feliciano,39,False,,6,6,15
2021-01-09,Pretty Heart,Parker McCollum,40,False,,36,0,21
2021-01-09,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,41,False,,8,8,14
2021-01-09,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,42,False,,36,0,21
2021-01-09,Holiday,Lil Nas X,43,False,,37,56,7
2021-01-09,The Christmas Song (Merry Christmas To You),Nat King Cole,44,False,,11,11,27
2021-01-09,Monster,Shawn Mendes & Justin Bieber,45,False,,8,64,6
2021-01-09,Diamonds,Sam Smith,46,False,,40,65,15
2021-01-09,Watermelon Sugar,Harry Styles,47,False,,1,0,38
2021-01-09,On Me,Lil Baby,48,False,,30,58,4
2021-01-09,Hawai,Maluma & The Weeknd,49,False,,12,63,19
2021-01-09,Underneath The Tree,Kelly Clarkson,50,False,,12,12,10
2021-01-09,You Broke Me First.,Tate McRae,51,False,,50,68,19
2021-01-09,Champagne Night,Lady A,52,False,,52,80,10
2021-01-09,Still Trappin',Lil Durk & King Von,53,True,,53,0,1
2021-01-09,"Big, Big Plans",Chris Lane,54,False,,42,71,13
2021-01-09,Forever After All,Luke Combs,55,False,,2,73,10
2021-01-09,My Ex's Best Friend,Machine Gun Kelly X blackbear,56,False,,28,69,20
2021-01-09,Cry Baby,Megan Thee Stallion Featuring DaBaby,57,False,,57,67,4
2021-01-09,Hole In The Bottle,Kelsea Ballerini,58,False,,58,96,11
2021-01-09,B.S.,Jhene Aiko Featuring H.E.R.,59,False,,24,0,21
2021-01-09,Love You Like I Used To,Russell Dickerson,60,False,,31,79,17
2021-01-09,Good Time,Niko Moon,61,False,,61,82,13
2021-01-09,Backdoor,Lil Durk,62,False,,62,93,2
2021-01-09,7 Summers,Morgan Wallen,63,False,,6,83,19
2021-01-09,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,64,False,,10,72,13
2021-01-09,Without You,The Kid LAROI,65,False,,63,70,4
2021-01-09,Throat Baby (Go Baby),BRS Kash,66,False,,66,74,11
2021-01-09,Prisoner,Miley Cyrus Featuring Dua Lipa,67,False,,54,81,6
2021-01-09,Tyler Herro,Jack Harlow,68,False,,34,76,10
2021-01-09,You're Mines Still,Yung Bleu Featuring Drake,69,False,,52,85,4
2021-01-09,Hit Different,SZA Featuring Ty Dolla $ign,70,False,,29,90,16
2021-01-09,Redman,Lil Durk,71,True,,71,0,1
2021-01-09,Slay3r,Playboi Carti,72,True,,72,0,1
2021-01-09,Stay Down,"Lil Durk, 6LACK & Young Thug",73,False,,73,0,2
2021-01-09,Adderall (Corvette Corvette),Popp Hunna,74,False,,74,84,2
2021-01-09,Golden,Harry Styles,75,False,,74,95,10
2021-01-09,Beers And Sunshine,Darius Rucker,76,False,,76,0,3
2021-01-09,Back To The Streets,Saweetie Featuring Jhene Aiko,77,False,,76,87,6
2021-01-09,Damage,H.E.R.,78,False,,70,92,3
2021-01-09,Take You Dancing,Jason Derulo,79,False,,79,0,4
2021-01-09,What's Your Country Song,Thomas Rhett,80,False,,80,0,2
2021-01-09,Midnight Sky,Miley Cyrus,81,False,,14,0,18
2021-01-09,Go2DaMoon,Playboi Carti Featuring Kanye West,82,True,,82,0,1
2021-01-09,Ain't Always The Cowboy,Jon Pardi,83,False,,55,0,17
2021-01-09,Put Your Records On,Ritt Momney,84,False,,79,100,11
2021-01-09,Bichota,Karol G,85,False,,85,88,5
2021-01-09,Refugee,Lil Durk,86,True,,86,0,1
2021-01-09,Happy Does,Kenny Chesney,87,False,,85,0,7
2021-01-09,Monsters,All Time Low Featuring Demi Lovato & blackbear,88,True,,88,0,1
2021-01-09,Take Me Home For Christmas,Dan + Shay,89,False,,48,48,4
2021-01-09,Vamp Anthem,Playboi Carti,90,True,,90,0,1
2021-01-09,Down To One,Luke Bryan,91,True,,91,0,1
2021-01-09,New N3on,Playboi Carti,92,True,,92,0,1
2021-01-09,Death Ain't Easy,Lil Durk,93,True,,93,0,1
2021-01-09,Took Her To The O,King Von,94,False,,47,99,7
2021-01-09,Save Your Tears,The Weeknd & Ariana Grande,95,False,,41,0,3
2021-01-09,So Done,The Kid LAROI,96,False,,59,0,8
2021-01-09,Just The Way,Parmalee x Blanco Brown,97,True,,97,0,1
2021-01-09,Way Out,Jack Harlow Featuring Big Sean,98,False,,74,89,3
2021-01-09,M3tamorphosis,Playboi Carti Featuring Kid Cudi,99,True,,99,0,1
2021-01-09,The Good Ones,Gabby Barrett,100,True,,100,0,1
2021-01-16,Mood,24kGoldn Featuring iann dior,1,False,,1,1,22
2021-01-16,Positions,Ariana Grande,2,False,,1,2,11
2021-01-16,Blinding Lights,The Weeknd,3,False,,1,3,57
2021-01-16,Holy,Justin Bieber Featuring Chance The Rapper,4,False,,3,4,16
2021-01-16,Go Crazy,Chris Brown & Young Thug,5,False,,5,6,35
2021-01-16,Anyone,Justin Bieber,6,True,,6,0,1
2021-01-16,Levitating,Dua Lipa Featuring DaBaby,7,False,,7,10,14
2021-01-16,Laugh Now Cry Later,Drake Featuring Lil Durk,8,False,,2,7,21
2021-01-16,Bang!,AJR,9,False,,9,11,27
2021-01-16,I Hope,Gabby Barrett Featuring Charlie Puth,10,False,,3,8,54
2021-01-16,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,11,False,,6,13,27
2021-01-16,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,12,False,,6,14,21
2021-01-16,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,13,False,,8,19,10
2021-01-16,Therefore I Am,Billie Eilish,14,False,,2,18,9
2021-01-16,Kings & Queens,Ava Max,15,False,,13,16,22
2021-01-16,Body,Megan Thee Stallion,16,False,,12,21,7
2021-01-16,Dakiti,Bad Bunny & Jhay Cortez,17,False,,5,20,10
2021-01-16,Lonely,Justin Bieber & benny blanco,18,False,,14,25,12
2021-01-16,Better Together,Luke Combs,19,False,,19,24,14
2021-01-16,What You Know Bout Love,Pop Smoke,20,False,,20,22,18
2021-01-16,Whoopty,CJ,21,False,,21,27,9
2021-01-16,Willow,Taylor Swift,22,False,,1,23,4
2021-01-16,Good Days,SZA,23,False,,23,38,2
2021-01-16,Before You Go,Lewis Capaldi,24,False,,9,30,46
2021-01-16,Dynamite,BTS,25,False,,1,5,20
2021-01-16,Rockstar,DaBaby Featuring Roddy Ricch,26,False,,1,26,37
2021-01-16,More Than My Hometown,Morgan Wallen,27,False,,15,33,28
2021-01-16,I Should Probably Go To Bed,Dan + Shay,28,False,,28,37,22
2021-01-16,Afterglow,Ed Sheeran,29,False,,29,32,3
2021-01-16,Starting Over,Chris Stapleton,30,False,,25,35,19
2021-01-16,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,31,False,,1,31,28
2021-01-16,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,32,False,,32,42,22
2021-01-16,Champagne Night,Lady A,33,False,,33,52,11
2021-01-16,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",34,False,,2,34,47
2021-01-16,WAP,Cardi B Featuring Megan Thee Stallion,35,False,,1,36,22
2021-01-16,Monster,Shawn Mendes & Justin Bieber,36,False,,8,45,7
2021-01-16,Pretty Heart,Parker McCollum,37,False,,36,40,22
2021-01-16,On Me,Lil Baby,38,False,,30,48,5
2021-01-16,Diamonds,Sam Smith,39,False,,39,46,16
2021-01-16,You Broke Me First.,Tate McRae,40,False,,40,51,20
2021-01-16,My Ex's Best Friend,Machine Gun Kelly X blackbear,41,False,,28,56,21
2021-01-16,Watermelon Sugar,Harry Styles,42,False,,1,47,39
2021-01-16,Hawai,Maluma & The Weeknd,43,False,,12,49,20
2021-01-16,Cry Baby,Megan Thee Stallion Featuring DaBaby,44,False,,44,57,5
2021-01-16,Hole In The Bottle,Kelsea Ballerini,45,False,,45,58,12
2021-01-16,Save Your Tears,The Weeknd & Ariana Grande,46,False,,41,95,4
2021-01-16,Holiday,Lil Nas X,47,False,,37,43,8
2021-01-16,Good Time,Niko Moon,48,False,,48,61,14
2021-01-16,"Big, Big Plans",Chris Lane,49,False,,42,54,14
2021-01-16,Love You Like I Used To,Russell Dickerson,50,False,,31,60,18
2021-01-16,Forever After All,Luke Combs,51,False,,2,55,11
2021-01-16,B.S.,Jhene Aiko Featuring H.E.R.,52,False,,24,59,22
2021-01-16,7 Summers,Morgan Wallen,53,False,,6,63,20
2021-01-16,Without You,The Kid LAROI,54,False,,54,65,5
2021-01-16,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,55,False,,10,64,14
2021-01-16,You're Mines Still,Yung Bleu Featuring Drake,56,False,,52,69,5
2021-01-16,Take You Dancing,Jason Derulo,57,False,,57,79,5
2021-01-16,Throat Baby (Go Baby),BRS Kash,58,False,,58,66,12
2021-01-16,Still Trappin',Lil Durk & King Von,59,False,,53,53,2
2021-01-16,Prisoner,Miley Cyrus Featuring Dua Lipa,60,False,,54,67,7
2021-01-16,Tyler Herro,Jack Harlow,61,False,,34,68,11
2021-01-16,Hit Different,SZA Featuring Ty Dolla $ign,62,False,,29,70,17
2021-01-16,Back To The Streets,Saweetie Featuring Jhene Aiko,63,False,,63,77,7
2021-01-16,Beers And Sunshine,Darius Rucker,64,False,,64,76,4
2021-01-16,Golden,Harry Styles,65,False,,65,75,11
2021-01-16,Damage,H.E.R.,66,False,,66,78,4
2021-01-16,Put Your Records On,Ritt Momney,67,False,,67,84,12
2021-01-16,What's Your Country Song,Thomas Rhett,68,False,,68,80,3
2021-01-16,Happy Does,Kenny Chesney,69,False,,69,87,8
2021-01-16,Monsters,All Time Low Featuring Demi Lovato & blackbear,70,False,,70,88,2
2021-01-16,Midnight Sky,Miley Cyrus,71,False,,14,81,19
2021-01-16,Down To One,Luke Bryan,72,False,,72,91,2
2021-01-16,Bichota,Karol G,73,False,,73,85,6
2021-01-16,Backdoor,Lil Durk,74,False,,62,62,3
2021-01-16,Just The Way,Parmalee x Blanco Brown,75,False,,75,97,2
2021-01-16,Ain't Always The Cowboy,Jon Pardi,76,False,,55,83,18
2021-01-16,The Good Ones,Gabby Barrett,77,False,,77,100,2
2021-01-16,Adderall (Corvette Corvette),Popp Hunna,78,False,,74,74,3
2021-01-16,Long Live,Florida Georgia Line,79,True,,79,0,1
2021-01-16,So Done,The Kid LAROI,80,False,,59,96,9
2021-01-16,Somebody's Problem,Morgan Wallen,81,False,,25,0,4
2021-01-16,Moonwalking In Calabasas,DDG,82,False,,82,0,2
2021-01-16,Way Out,Jack Harlow Featuring Big Sean,83,False,,74,98,4
2021-01-16,Stay Down,"Lil Durk, 6LACK & Young Thug",84,False,,73,73,3
2021-01-16,Some Girls,Jameson Rodgers,85,False,,29,0,17
2021-01-16,Took Her To The O,King Von,86,False,,47,94,8
2021-01-16,Girl Like Me,Black Eyed Peas X Shakira,87,True,,87,0,1
2021-01-16,Momma's House,Dustin Lynch,88,True,,88,0,1
2021-01-16,One Too Many,Keith Urban Duet With P!nk,89,False,,62,0,5
2021-01-16,Kacey Talk,YoungBoy Never Broke Again,90,False,,50,0,15
2021-01-16,Wonder,Shawn Mendes,91,False,,18,0,11
2021-01-16,La Noche de Anoche,Bad Bunny & Rosalia,92,False,,53,0,3
2021-01-16,Back In Blood,Pooh Shiesty Featuring Lil Durk,93,True,,93,0,1
2021-01-16,Hell Of A View,Eric Church,94,True,,94,0,1
2021-01-16,Almost Maybes,Jordan Davis,95,True,,95,0,1
2021-01-16,Everywhere But On,Matt Stell,96,False,,48,0,12
2021-01-16,Lady,Brett Young,97,True,,97,0,1
2021-01-16,Still Goin Down,Morgan Wallen,98,False,,46,0,3
2021-01-16,Reminds Me Of You,The Kid LAROI & Juice WRLD,99,False,,89,0,2
2021-01-16,Heat Waves,Glass Animals,100,True,,100,0,1
2021-01-23,Drivers License,Olivia Rodrigo,1,True,,1,0,1
2021-01-23,Mood,24kGoldn Featuring iann dior,2,False,,1,1,23
2021-01-23,Positions,Ariana Grande,3,False,,1,2,12
2021-01-23,Blinding Lights,The Weeknd,4,False,,1,3,58
2021-01-23,Go Crazy,Chris Brown & Young Thug,5,False,,5,5,36
2021-01-23,Levitating,Dua Lipa Featuring DaBaby,6,False,,6,7,15
2021-01-23,Holy,Justin Bieber Featuring Chance The Rapper,7,False,,3,4,17
2021-01-23,Bang!,AJR,8,False,,8,9,28
2021-01-23,Wasted On You,Morgan Wallen,9,True,,9,0,1
2021-01-23,Good Days,SZA,10,False,,10,23,3
2021-01-23,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,11,False,,8,13,11
2021-01-23,Lonely,Justin Bieber & benny blanco,12,False,,12,18,13
2021-01-23,Laugh Now Cry Later,Drake Featuring Lil Durk,13,False,,2,8,22
2021-01-23,I Hope,Gabby Barrett Featuring Charlie Puth,14,False,,3,10,55
2021-01-23,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,False,,6,11,28
2021-01-23,More Than My Hometown,Morgan Wallen,16,False,,15,27,29
2021-01-23,Therefore I Am,Billie Eilish,17,False,,2,14,10
2021-01-23,7 Summers,Morgan Wallen,18,False,,6,53,21
2021-01-23,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,19,False,,6,12,22
2021-01-23,Body,Megan Thee Stallion,20,False,,12,16,8
2021-01-23,Save Your Tears,The Weeknd & Ariana Grande,21,False,,21,46,5
2021-01-23,Anyone,Justin Bieber,22,False,,6,6,2
2021-01-23,Dakiti,Bad Bunny & Jhay Cortez,23,False,,5,17,11
2021-01-23,Better Together,Luke Combs,24,False,,19,19,15
2021-01-23,Whoopty,CJ,25,False,,21,21,10
2021-01-23,Somebody's Problem,Morgan Wallen,26,False,,25,81,5
2021-01-23,What You Know Bout Love,Pop Smoke,27,False,,20,20,19
2021-01-23,Kings & Queens,Ava Max,28,False,,13,15,23
2021-01-23,Willow,Taylor Swift,29,False,,1,22,5
2021-01-23,I Should Probably Go To Bed,Dan + Shay,30,False,,28,28,23
2021-01-23,Before You Go,Lewis Capaldi,31,False,,9,24,47
2021-01-23,Sand In My Boots,Morgan Wallen,32,True,,32,0,1
2021-01-23,You Broke Me First.,Tate McRae,33,False,,33,40,21
2021-01-23,Rockstar,DaBaby Featuring Roddy Ricch,34,False,,1,26,38
2021-01-23,Dynamite,BTS,35,False,,1,25,21
2021-01-23,Afterglow,Ed Sheeran,36,False,,29,29,4
2021-01-23,On Me,Lil Baby,37,False,,30,38,6
2021-01-23,Starting Over,Chris Stapleton,38,False,,25,30,20
2021-01-23,Best Friend,Saweetie Featuring Doja Cat,39,True,,39,0,1
2021-01-23,My Ex's Best Friend,Machine Gun Kelly X blackbear,40,False,,28,41,22
2021-01-23,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",41,False,,2,34,48
2021-01-23,Warning,Morgan Wallen,42,True,,42,0,1
2021-01-23,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,43,False,,1,31,29
2021-01-23,Good Time,Niko Moon,44,False,,44,48,15
2021-01-23,Still Goin Down,Morgan Wallen,45,False,,45,98,4
2021-01-23,865,Morgan Wallen,46,True,,46,0,1
2021-01-23,Diamonds,Sam Smith,47,False,,39,39,17
2021-01-23,WAP,Cardi B Featuring Megan Thee Stallion,48,False,,1,35,23
2021-01-23,Hole In The Bottle,Kelsea Ballerini,49,False,,45,45,13
2021-01-23,Hawai,Maluma & The Weeknd,50,False,,12,43,21
2021-01-23,Cry Baby,Megan Thee Stallion Featuring DaBaby,51,False,,44,44,6
2021-01-23,Cover Me Up,Morgan Wallen,52,False,,52,0,2
2021-01-23,Champagne Night,Lady A,53,False,,33,33,12
2021-01-23,You're Mines Still,Yung Bleu Featuring Drake,54,False,,52,56,6
2021-01-23,Monster,Shawn Mendes & Justin Bieber,55,False,,8,36,8
2021-01-23,B.S.,Jhene Aiko Featuring H.E.R.,56,False,,24,52,23
2021-01-23,Without You,The Kid LAROI,57,False,,54,54,6
2021-01-23,Holiday,Lil Nas X,58,False,,37,47,9
2021-01-23,"Big, Big Plans",Chris Lane,59,False,,42,49,15
2021-01-23,Love You Like I Used To,Russell Dickerson,60,False,,31,50,19
2021-01-23,Still Trappin',Lil Durk & King Von,61,False,,53,59,3
2021-01-23,Dangerous,Morgan Wallen,62,True,,62,0,1
2021-01-23,Neon Eyes,Morgan Wallen,63,True,,63,0,1
2021-01-23,Damage,H.E.R.,64,False,,64,66,5
2021-01-23,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,65,False,,10,55,15
2021-01-23,More Surprised Than Me,Morgan Wallen,66,True,,66,0,1
2021-01-23,Forever After All,Luke Combs,67,False,,2,51,12
2021-01-23,Back To The Streets,Saweetie Featuring Jhene Aiko,68,False,,63,63,8
2021-01-23,Throat Baby (Go Baby),BRS Kash,69,False,,58,58,13
2021-01-23,Happy Does,Kenny Chesney,70,False,,69,69,9
2021-01-23,Tyler Herro,Jack Harlow,71,False,,34,61,12
2021-01-23,Take You Dancing,Jason Derulo,72,False,,57,57,6
2021-01-23,Prisoner,Miley Cyrus Featuring Dua Lipa,73,False,,54,60,8
2021-01-23,Livin' The Dream,Morgan Wallen,74,False,,74,0,2
2021-01-23,Put Your Records On,Ritt Momney,75,False,,67,67,13
