Date,Title,Artist,Rank,Is_New,Image,Peak_Posistion,Last_Position,Weeks
2017-01-07,All We Know,The Chainsmokers Featuring Phoebe Ryan,82,False,,18,95,12
2017-01-07,Change,J. Cole,83,False,,21,21,2
2017-01-07,Dirt On My Boots,Jon Pardi,84,False,,84,92,3
2017-01-07,Selfish,PnB Rock,85,False,,81,96,7
2017-01-07,You're Welcome,Dwayne Johnson,86,False,,83,97,4
2017-01-07,Fresh Eyes,Andy Grammer,87,False,,59,88,12
2017-01-07,Sleep Without You,Brett Young,88,False,,47,86,15
2017-01-07,She's Mine Pt. 1,J. Cole,89,False,,22,22,2
2017-01-07,Ville Mentality,J. Cole,90,False,,24,24,2
2017-01-07,OTW,DJ Luke Nasty,91,True,,91,0,1
2017-01-07,Red Opps,21 Savage,92,True,,92,0,1
2017-01-07,For Whom The Bell Tolls,J. Cole,93,False,,23,23,2
2017-01-07,Six Feet Under,The Weeknd,94,False,,34,81,4
2017-01-07,Reminder,The Weeknd,95,False,,31,78,4
2017-01-07,Play That Song,Train,96,False,,77,87,4
2017-01-07,Sidewalks,The Weeknd Featuring Kendrick Lamar,97,False,,27,82,4
2017-01-07,Foldin Clothes,J. Cole,98,False,,30,30,2
2017-01-07,Swang,Rae Sremmurd,99,True,,99,0,1
2017-01-07,Versace On The Floor,Bruno Mars,100,False,,98,0,2
2017-01-14,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,False,,1,2,16
2017-01-14,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,False,,2,13,7
2017-01-14,Starboy,The Weeknd Featuring Daft Punk,3,False,,1,1,15
2017-01-14,Closer,The Chainsmokers Featuring Halsey,4,False,,1,3,22
2017-01-14,24K Magic,Bruno Mars,5,False,,4,4,12
2017-01-14,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,6,False,,5,5,14
2017-01-14,Side To Side,Ariana Grande Featuring Nicki Minaj,7,False,,4,6,18
2017-01-14,Let Me Love You,DJ Snake Featuring Justin Bieber,8,False,,4,7,21
2017-01-14,Fake Love,Drake,9,False,,9,10,10
2017-01-14,Broccoli,D.R.A.M. Featuring Lil Yachty,10,False,,5,15,29
2017-01-14,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,11,False,,7,8,12
2017-01-14,Bad Things,Machine Gun Kelly x Camila Cabello,12,False,,9,9,9
2017-01-14,Heathens,twenty one pilots,13,False,,2,12,28
2017-01-14,Caroline,Amine,14,False,,11,11,17
2017-01-14,Scars To Your Beautiful,Alessia Cara,15,False,,13,14,18
2017-01-14,All Time Low,Jon Bellion,16,False,,16,24,12
2017-01-14,Mercy,Shawn Mendes,17,False,,17,28,15
2017-01-14,Starving,Hailee Steinfeld & Grey Featuring Zedd,18,False,,12,17,22
2017-01-14,OOOUUU,Young M.A,19,False,,19,19,18
2017-01-14,This Town,Niall Horan,20,False,,20,37,14
2017-01-14,Bounce Back,Big Sean,21,False,,21,21,8
2017-01-14,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,22,False,,6,18,3
2017-01-14,Love On The Brain,Rihanna,23,False,,20,20,11
2017-01-14,Treat You Better,Shawn Mendes,24,False,,6,26,30
2017-01-14,Can't Stop The Feeling!,Justin Timberlake,25,False,,1,32,34
2017-01-14,In The Name Of Love,Martin Garrix & Bebe Rexha,26,False,,24,30,20
2017-01-14,The Greatest,Sia Featuring Kendrick Lamar,27,False,,18,22,17
2017-01-14,Blue Ain't Your Color,Keith Urban,28,False,,24,33,16
2017-01-14,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,29,False,,29,39,22
2017-01-14,Cheap Thrills,Sia Featuring Sean Paul,30,False,,1,36,46
2017-01-14,I Hate U I Love U,gnash Featuring Olivia O'Brien,31,False,,10,31,37
2017-01-14,Hallelujah,Pentatonix,32,False,,23,23,10
2017-01-14,Careless Whisper,Wham! Featuring George Michael,33,False,,1,0,22
2017-01-14,I Feel It Coming,The Weeknd Featuring Daft Punk,34,False,,22,25,6
2017-01-14,All I Want For Christmas Is You,Mariah Carey,35,False,,11,16,19
2017-01-14,X,21 Savage & Metro Boomin Featuring Future,36,False,,36,43,16
2017-01-14,Don't Let Me Down,The Chainsmokers Featuring Daya,37,False,,3,34,46
2017-01-14,Cold Water,Major Lazer Featuring Justin Bieber & MO,38,False,,2,38,23
2017-01-14,Love Me Now,John Legend,39,False,,23,40,10
2017-01-14,Unsteady,X Ambassadors,40,False,,20,42,33
2017-01-14,Last Christmas,Wham!,41,False,,41,50,2
2017-01-14,You Was Right,Lil Uzi Vert,42,False,,42,52,25
2017-01-14,No Heart,21 Savage & Metro Boomin,43,False,,43,53,10
2017-01-14,Water Under The Bridge,Adele,44,False,,44,51,8
2017-01-14,May We All,Florida Georgia Line Featuring Tim McGraw,45,False,,30,60,18
2017-01-14,Deja Vu,J. Cole,46,False,,7,35,3
2017-01-14,Faith,George Michael,47,False,,1,0,21
2017-01-14,Wanna Be That Song,Brett Eldredge,48,False,,48,62,13
2017-01-14,How Far I'll Go,Auli'i Cravalho,49,False,,49,56,5
2017-01-14,Say You Won't Let Go,James Arthur,50,False,,50,61,10
2017-01-14,Selfish,PnB Rock,51,False,,51,85,8
2017-01-14,Used To This,Future Featuring Drake,52,False,,14,55,8
2017-01-14,Party Monster,The Weeknd,53,False,,16,49,6
2017-01-14,Dirty Laundry,Carrie Underwood,54,False,,54,66,11
2017-01-14,Better Man,Little Big Town,55,False,,53,64,9
2017-01-14,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,56,False,,56,63,19
2017-01-14,Both,Gucci Mane Featuring Drake,57,False,,41,41,2
2017-01-14,Party,Chris Brown Featuring Usher & Gucci Mane,58,False,,58,58,2
2017-01-14,Star Of The Show,Thomas Rhett,59,False,,59,76,9
2017-01-14,A Guy With A Girl,Blake Shelton,60,False,,60,71,7
2017-01-14,Neighbors,J. Cole,61,False,,13,54,3
2017-01-14,Sleep Without You,Brett Young,62,False,,47,88,16
2017-01-14,Chantaje,Shakira Featuring Maluma,63,False,,63,65,7
2017-01-14,Dirt On My Boots,Jon Pardi,64,False,,64,84,4
2017-01-14,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,65,False,,43,74,20
2017-01-14,Sneakin',Drake Featuring 21 Savage,66,False,,28,69,10
2017-01-14,HandClap,Fitz And The Tantrums,67,False,,63,77,14
2017-01-14,Immortal,J. Cole,68,False,,11,59,3
2017-01-14,How Far I'll Go,Alessia Cara,69,False,,69,81,4
2017-01-14,How I'll Always Be,Tim McGraw,70,False,,70,78,11
2017-01-14,Moves,Big Sean,71,True,,71,0,1
2017-01-14,Song For Another Time,Old Dominion,72,False,,59,73,14
2017-01-14,You're Welcome,Dwayne Johnson,73,False,,73,86,5
2017-01-14,OTW,DJ Luke Nasty,74,False,,74,91,2
2017-01-14,Red Opps,21 Savage,75,False,,75,92,2
2017-01-14,Swang,Rae Sremmurd,76,False,,76,99,2
2017-01-14,Make Me (Cry),Noah Cyrus Featuring Labrinth,77,False,,75,75,3
2017-01-14,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,78,False,,78,79,4
2017-01-14,Seein' Red,Dustin Lynch,79,True,,79,0,1
2017-01-14,iSpy,KYLE Featuring Lil Yachty,80,True,,80,0,1
2017-01-14,Play That Song,Train,81,False,,77,96,5
2017-01-14,Kill A Word,Eric Church Featuring Rhiannon Giddens,82,False,,82,0,3
2017-01-14,Million Reasons,Lady Gaga,83,False,,52,70,8
2017-01-14,Alone,Marshmello,84,False,,80,80,5
2017-01-14,Goosebumps,Travis Scott,85,False,,85,0,8
2017-01-14,My Sh*t,A Boogie Wit da Hoodie,86,False,,86,0,10
2017-01-14,Redbone,Childish Gambino,87,False,,48,68,5
2017-01-14,All We Know,The Chainsmokers Featuring Phoebe Ryan,88,False,,18,82,13
2017-01-14,Parachute,Chris Stapleton,89,False,,89,0,2
2017-01-14,Think A Little Less,Michael Ray,90,True,,90,0,1
2017-01-14,80s Mercedes,Maren Morris,91,False,,90,0,7
2017-01-14,Fresh Eyes,Andy Grammer,92,False,,59,87,13
2017-01-14,Just Hold On,Steve Aoki & Louis Tomlinson,93,False,,52,72,3
2017-01-14,Sex With Me,Rihanna,94,False,,92,0,9
2017-01-14,No Flockin,Kodak Black,95,True,,95,0,1
2017-01-14,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,96,True,,96,0,1
2017-01-14,Black Barbies,Nicki Minaj X Mike WiLL Made-It,97,False,,65,0,2
2017-01-14,Way Down We Go,KALEO,98,True,,98,0,1
2017-01-14,Hate U Love U,Olivia O'Brien,99,True,,99,0,1
2017-01-14,Shaky Shaky,Daddy Yankee,100,True,,100,0,1
2017-01-21,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,False,,1,2,8
2017-01-21,Black Beatles,Rae Sremmurd Featuring Gucci Mane,2,False,,1,1,17
2017-01-21,Closer,The Chainsmokers Featuring Halsey,3,False,,1,4,23
2017-01-21,Starboy,The Weeknd Featuring Daft Punk,4,False,,1,3,16
2017-01-21,24K Magic,Bruno Mars,5,False,,4,5,13
2017-01-21,Side To Side,Ariana Grande Featuring Nicki Minaj,6,False,,4,7,19
2017-01-21,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,7,False,,7,11,13
2017-01-21,Let Me Love You,DJ Snake Featuring Justin Bieber,8,False,,4,8,22
2017-01-21,Fake Love,Drake,9,False,,9,9,11
2017-01-21,Bad Things,Machine Gun Kelly x Camila Cabello,10,False,,9,12,10
2017-01-21,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,11,False,,5,6,15
2017-01-21,Scars To Your Beautiful,Alessia Cara,12,False,,12,15,19
2017-01-21,Heathens,twenty one pilots,13,False,,2,13,29
2017-01-21,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,14,False,,6,22,4
2017-01-21,Broccoli,D.R.A.M. Featuring Lil Yachty,15,False,,5,10,30
2017-01-21,Caroline,Amine,16,False,,11,14,18
2017-01-21,Starving,Hailee Steinfeld & Grey Featuring Zedd,17,False,,12,18,23
2017-01-21,Bounce Back,Big Sean,18,False,,18,21,9
2017-01-21,Mercy,Shawn Mendes,19,False,,17,17,16
2017-01-21,Can't Stop The Feeling!,Justin Timberlake,20,False,,1,25,35
2017-01-21,Love On The Brain,Rihanna,21,False,,20,23,12
2017-01-21,All Time Low,Jon Bellion,22,False,,16,16,13
2017-01-21,Treat You Better,Shawn Mendes,23,False,,6,24,31
2017-01-21,OOOUUU,Young M.A,24,False,,19,19,19
2017-01-21,I Feel It Coming,The Weeknd Featuring Daft Punk,25,False,,22,34,7
2017-01-21,Cheap Thrills,Sia Featuring Sean Paul,26,False,,1,30,47
2017-01-21,This Town,Niall Horan,27,False,,20,20,15
2017-01-21,In The Name Of Love,Martin Garrix & Bebe Rexha,28,False,,24,26,21
2017-01-21,Don't Let Me Down,The Chainsmokers Featuring Daya,29,False,,3,37,47
2017-01-21,Blue Ain't Your Color,Keith Urban,30,False,,24,28,17
2017-01-21,Love Me Now,John Legend,31,False,,23,39,11
2017-01-21,The Greatest,Sia Featuring Kendrick Lamar,32,False,,18,27,18
2017-01-21,I Hate U I Love U,gnash Featuring Olivia O'Brien,33,False,,10,31,38
2017-01-21,Cold Water,Major Lazer Featuring Justin Bieber & MO,34,False,,2,38,24
2017-01-21,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,35,False,,29,29,23
2017-01-21,X,21 Savage & Metro Boomin Featuring Future,36,False,,36,36,17
2017-01-21,Say You Won't Let Go,James Arthur,37,False,,37,50,11
2017-01-21,Water Under The Bridge,Adele,38,False,,38,44,9
2017-01-21,Unsteady,X Ambassadors,39,False,,20,40,34
2017-01-21,You Was Right,Lil Uzi Vert,40,False,,40,42,26
2017-01-21,How Far I'll Go,Auli'i Cravalho,41,False,,41,49,6
2017-01-21,May We All,Florida Georgia Line Featuring Tim McGraw,42,False,,30,45,19
2017-01-21,No Heart,21 Savage & Metro Boomin,43,False,,43,43,11
2017-01-21,Better Man,Little Big Town,44,False,,44,55,10
2017-01-21,Used To This,Future Featuring Drake,45,False,,14,52,9
2017-01-21,Wanna Be That Song,Brett Eldredge,46,False,,46,48,14
2017-01-21,Deja Vu,J. Cole,47,False,,7,46,4
2017-01-21,Dirty Laundry,Carrie Underwood,48,False,,48,54,12
2017-01-21,Party Monster,The Weeknd,49,False,,16,53,7
2017-01-21,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,50,False,,50,56,20
2017-01-21,Chantaje,Shakira Featuring Maluma,51,False,,51,63,8
2017-01-21,Both,Gucci Mane Featuring Drake,52,False,,41,57,3
2017-01-21,Party,Chris Brown Featuring Usher & Gucci Mane,53,False,,53,58,3
2017-01-21,A Guy With A Girl,Blake Shelton,54,False,,54,60,8
2017-01-21,Make Me (Cry),Noah Cyrus Featuring Labrinth,55,False,,55,77,4
2017-01-21,HandClap,Fitz And The Tantrums,56,False,,56,67,15
2017-01-21,Star Of The Show,Thomas Rhett,57,False,,57,59,10
2017-01-21,How Far I'll Go,Alessia Cara,58,False,,58,69,5
2017-01-21,Dirt On My Boots,Jon Pardi,59,False,,59,64,5
2017-01-21,Selfish,PnB Rock,60,False,,51,51,9
2017-01-21,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,61,False,,61,78,5
2017-01-21,iSpy,KYLE Featuring Lil Yachty,62,False,,62,80,2
2017-01-21,Sneakin',Drake Featuring 21 Savage,63,False,,28,66,11
2017-01-21,Neighbors,J. Cole,64,False,,13,61,4
2017-01-21,You're Welcome,Dwayne Johnson,65,False,,65,73,6
2017-01-21,Song For Another Time,Old Dominion,66,False,,59,72,15
2017-01-21,Sleep Without You,Brett Young,67,False,,47,62,17
2017-01-21,Play That Song,Train,68,False,,68,81,6
2017-01-21,Seein' Red,Dustin Lynch,69,False,,69,79,2
2017-01-21,How I'll Always Be,Tim McGraw,70,False,,70,70,12
2017-01-21,Swang,Rae Sremmurd,71,False,,71,76,3
2017-01-21,Alone,Marshmello,72,False,,72,84,6
2017-01-21,OTW,DJ Luke Nasty,73,False,,73,74,3
2017-01-21,80s Mercedes,Maren Morris,74,False,,74,91,8
2017-01-21,Red Opps,21 Savage,75,False,,75,75,3
2017-01-21,Goosebumps,Travis Scott,76,False,,76,85,9
2017-01-21,Moves,Big Sean,77,False,,71,71,2
2017-01-21,Parachute,Chris Stapleton,78,False,,78,89,3
2017-01-21,Kill A Word,Eric Church Featuring Rhiannon Giddens,79,False,,79,82,4
2017-01-21,All We Know,The Chainsmokers Featuring Phoebe Ryan,80,False,,18,88,14
2017-01-21,Redbone,Childish Gambino,81,False,,48,87,6
2017-01-21,Immortal,J. Cole,82,False,,11,68,4
2017-01-21,Sex With Me,Rihanna,83,False,,83,94,10
2017-01-21,Hallelujah,Pentatonix,84,False,,23,32,11
2017-01-21,Way Down We Go,KALEO,85,False,,85,98,2
2017-01-21,Million Reasons,Lady Gaga,86,False,,52,83,9
2017-01-21,Think A Little Less,Michael Ray,87,False,,87,90,2
2017-01-21,Shaky Shaky,Daddy Yankee,88,False,,88,100,2
2017-01-21,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,89,False,,89,96,2
2017-01-21,Congratulations,Post Malone Featuring Quavo,90,False,,83,0,2
2017-01-21,Fresh Eyes,Andy Grammer,91,False,,59,92,14
2017-01-21,Sober Saturday Night,Chris Young Featuring Vince Gill,92,True,,92,0,1
2017-01-21,Beibs In The Trap,Travis Scott,93,True,,93,0,1
2017-01-21,I Got You,Bebe Rexha,94,True,,94,0,1
2017-01-21,The Weekend,Brantley Gilbert,95,True,,95,0,1
2017-01-21,My Sh*t,A Boogie Wit da Hoodie,96,False,,86,86,11
2017-01-21,Key To The Streets,YFN Lucci Featuring Migos & Trouble,97,False,,70,0,11
2017-01-21,We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,98,False,,93,0,2
2017-01-21,Just Hold On,Steve Aoki & Louis Tomlinson,99,False,,52,93,4
2017-01-21,Water,Ugly God,100,True,,100,0,1
2017-01-28,Shape Of You,Ed Sheeran,1,True,,1,0,1
2017-01-28,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,False,,1,1,9
2017-01-28,Black Beatles,Rae Sremmurd Featuring Gucci Mane,3,False,,1,2,18
2017-01-28,Starboy,The Weeknd Featuring Daft Punk,4,False,,1,4,17
2017-01-28,Closer,The Chainsmokers Featuring Halsey,5,False,,1,3,24
2017-01-28,Castle On The Hill,Ed Sheeran,6,True,,6,0,1
2017-01-28,24K Magic,Bruno Mars,7,False,,4,5,14
2017-01-28,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,8,False,,7,7,14
2017-01-28,Side To Side,Ariana Grande Featuring Nicki Minaj,9,False,,4,6,20
2017-01-28,Bad Things,Machine Gun Kelly x Camila Cabello,10,False,,9,10,11
2017-01-28,Fake Love,Drake,11,False,,9,9,12
2017-01-28,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,12,False,,6,14,5
2017-01-28,Scars To Your Beautiful,Alessia Cara,13,False,,12,12,20
2017-01-28,Let Me Love You,DJ Snake Featuring Justin Bieber,14,False,,4,8,23
2017-01-28,Caroline,Amine,15,False,,11,16,19
2017-01-28,Bounce Back,Big Sean,16,False,,16,18,10
2017-01-28,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,17,False,,5,11,16
2017-01-28,Heathens,twenty one pilots,18,False,,2,13,30
2017-01-28,Love On The Brain,Rihanna,19,False,,19,21,13
2017-01-28,Broccoli,D.R.A.M. Featuring Lil Yachty,20,False,,5,15,31
2017-01-28,Starving,Hailee Steinfeld & Grey Featuring Zedd,21,False,,12,17,24
2017-01-28,I Feel It Coming,The Weeknd Featuring Daft Punk,22,False,,22,25,8
2017-01-28,Mercy,Shawn Mendes,23,False,,17,19,17
2017-01-28,All Time Low,Jon Bellion,24,False,,16,22,14
2017-01-28,Can't Stop The Feeling!,Justin Timberlake,25,False,,1,20,36
2017-01-28,Treat You Better,Shawn Mendes,26,False,,6,23,32
2017-01-28,Cheap Thrills,Sia Featuring Sean Paul,27,False,,1,26,48
2017-01-28,This Town,Niall Horan,28,False,,20,27,16
2017-01-28,Blue Ain't Your Color,Keith Urban,29,False,,24,30,18
2017-01-28,Love Me Now,John Legend,30,False,,23,31,12
2017-01-28,Say You Won't Let Go,James Arthur,31,False,,31,37,12
2017-01-28,Don't Let Me Down,The Chainsmokers Featuring Daya,32,False,,3,29,48
2017-01-28,Water Under The Bridge,Adele,33,False,,33,38,10
2017-01-28,In The Name Of Love,Martin Garrix & Bebe Rexha,34,False,,24,28,22
2017-01-28,The Greatest,Sia Featuring Kendrick Lamar,35,False,,18,32,19
2017-01-28,X,21 Savage & Metro Boomin Featuring Future,36,False,,36,36,18
2017-01-28,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,37,False,,29,35,24
2017-01-28,Cold Water,Major Lazer Featuring Justin Bieber & MO,38,False,,2,34,25
2017-01-28,OOOUUU,Young M.A,39,False,,19,24,20
2017-01-28,You Was Right,Lil Uzi Vert,40,False,,40,40,27
2017-01-28,I Hate U I Love U,gnash Featuring Olivia O'Brien,41,False,,10,33,39
2017-01-28,iSpy,KYLE Featuring Lil Yachty,42,False,,42,62,3
2017-01-28,Better Man,Little Big Town,43,False,,43,44,11
2017-01-28,Both,Gucci Mane Featuring Drake,44,False,,41,52,4
2017-01-28,Party,Chris Brown Featuring Usher & Gucci Mane,45,False,,45,53,4
2017-01-28,No Heart,21 Savage & Metro Boomin,46,False,,43,43,12
2017-01-28,Party Monster,The Weeknd,47,False,,16,49,8
2017-01-28,Deja Vu,J. Cole,48,False,,7,47,5
2017-01-28,Dirty Laundry,Carrie Underwood,49,False,,48,48,13
2017-01-28,Used To This,Future Featuring Drake,50,False,,14,45,10
2017-01-28,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,51,False,,51,61,6
2017-01-28,May We All,Florida Georgia Line Featuring Tim McGraw,52,False,,30,42,20
2017-01-28,A Guy With A Girl,Blake Shelton,53,False,,53,54,9
2017-01-28,Chantaje,Shakira Featuring Maluma,54,False,,51,51,9
2017-01-28,HandClap,Fitz And The Tantrums,55,False,,55,56,16
2017-01-28,Star Of The Show,Thomas Rhett,56,False,,56,57,11
2017-01-28,Wanna Be That Song,Brett Eldredge,57,False,,46,46,15
2017-01-28,Dirt On My Boots,Jon Pardi,58,False,,58,59,6
2017-01-28,How Far I'll Go,Alessia Cara,59,False,,58,58,6
2017-01-28,Alone,Marshmello,60,False,,60,72,7
2017-01-28,Selfish,PnB Rock,61,False,,51,60,10
2017-01-28,Moves,Big Sean,62,False,,62,77,3
2017-01-28,I Got You,Bebe Rexha,63,False,,63,94,2
2017-01-28,Swang,Rae Sremmurd,64,False,,64,71,4
2017-01-28,Seein' Red,Dustin Lynch,65,False,,65,69,3
2017-01-28,Make Me (Cry),Noah Cyrus Featuring Labrinth,66,False,,55,55,5
2017-01-28,How Far I'll Go,Auli'i Cravalho,67,False,,41,41,7
2017-01-28,Play That Song,Train,68,False,,68,68,7
2017-01-28,Sneakin',Drake Featuring 21 Savage,69,False,,28,63,12
2017-01-28,Neighbors,J. Cole,70,False,,13,64,5
2017-01-28,OTW,DJ Luke Nasty,71,False,,71,73,4
2017-01-28,Redbone,Childish Gambino,72,False,,48,81,7
2017-01-28,Goosebumps,Travis Scott,73,False,,73,76,10
