Artist,Spotify_Artist,Track,Track_ID
Adele,Adele,Hello,62PaSfnXSMyLshYJrlTuL3
Justin Bieber,Justin Bieber,Sorry,402qo6bnZJwCN1RUenyNuM
Drake,Drake,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7
Justin Bieber,Justin Bieber,Love Yourself,3dNcOt7h5DuBgahMkOrL1m
Justin Bieber,Justin Bieber,What Do You Mean?,4Vx8DGMNlFt6q3yxVoV8qK
Selena Gomez,Selena Gomez,Same Old Love,4osBVEN7mpxF82Bwfy44MS
The Weeknd,The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB
Alessia Cara,Alessia Cara,Here,1wYZZtamWTQAoj8B812uKQ
Shawn Mendes,Shawn Mendes,Stitches,5jsw9uXEGuKyJzs0boZ1bT
Meghan Trainor Featuring John Legend,Meghan Trainor,Like I'm Gonna Lose You,2YlZnw2ikdb837oKMKjBkW
Fetty Wap Featuring Remy Boyz,Fetty Wap,679,5NQbUaeTEOGdD6hHcre0dZ
The Weeknd,The Weeknd,In The Night,25KybV9BOUlvcnv7nN3Pyo
Drake & Future,Drake,Jumpman,27GmP9AWRs744SzKcpJsTZ
Ellie Goulding,Ellie Goulding,On My Mind,5a7NdkF09AfD0H607eiOkX
The Weeknd,The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81
Travis Scott,Travis Scott,Antidote,1wHZx0LgzFHyeIZkUydNXq
Elle King,Elle King,Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH
Mariah Carey,Mariah Carey,All I Want For Christmas Is You,0bYg9bo50gSsH3LtXe2SQn
twenty one pilots,twenty one pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn
Bryson Tiller,Bryson Tiller,Don't,3pXF1nA74528Edde4of9CC
Thomas Rhett,Thomas Rhett,Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n
Post Malone,Post Malone,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w
Taylor Swift,Taylor Swift,Wildest Dreams,59HjlYCeBsxdI0fcm3zglw
Jordan Smith,Jordan Smith,Mary Did You Know,0Mfbc7b4veAMEiWOffph5q
Major Lazer & DJ Snake Featuring MO,Major Lazer,Lean On,1Lim1Py7xBgbAkAys3AGAG
The Chainsmokers Featuring Rozes,The Chainsmokers,Roses,3vv9phIu6Y1vX3jcqaGz5Z
Silento,Silento,Watch Me,5RIVoVdkDLEygELLCniZFr
Tory Lanez,Tory Lanez,Say It,2Gyc6e2cLxA5hoX1NOvYnU
Cam,Cam,Burning House,2zhk0kypGeOPsaaZcjyc14
Demi Lovato,Demi Lovato,Confident,3DXXKDbbZKyAZfNb96ST3q
Fetty Wap,Fetty Wap,Trap Queen,2d8JP84HNLKhmd6IYOoupQ
One Direction,One Direction,Perfect,3NLnwwAQbbFKcEcV8hDItk
Ariana Grande,Ariana Grande,Focus,1cdzfFjEbUbgTm5nv3FgXR
Sam Hunt,Sam Hunt,Break Up In A Small Town,7aftSOGSOpSoIlVAQVBb71
Future Featuring Drake,Future,Where Ya At,5nN8BwAQDJDguq7Dpd3JQQ
J. Cole,J. Cole,No Role Modelz,62vpWI1CHwFy7tMIcSStl8
R. City Featuring Adam Levine,R. City,Locked Away,7x5xYW5W42OGPAdHUyyguy
Brenda Lee,Brenda Lee,Rockin' Around The Christmas Tree,2EjXfH91m7f8HiJN1yQg97
Skrillex & Diplo With Justin Bieber,Skrillex,Where Are U Now,1CjiAOoegmUDgbhKzAqSkl
G-Eazy x Bebe Rexha,G-Eazy x Bebe Rexha,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC
Daya,Daya,Hide Away,0uyZ5ckiIUbFZd3P6RWmrj
Wiz Khalifa Featuring Charlie Puth,Wiz Khalifa,See You Again,2JzZzZUQj3Qff7wapcbKjc
Selena Gomez Featuring A$AP Rocky,Selena Gomez,Good For You,578Eooad7oUyn4stovZiPg
Coldplay,Coldplay,Adventure Of A Lifetime,69uxyAqqPIsUyTO8txoP2M
Fetty Wap,Fetty Wap,Again,3ESSGgWzRf1xvP7G5hHMhB
Shawn Mendes & Camila Cabello,Shawn Mendes,I Know What You Did Last Summer,7B201jmhlQoB7ENj8InAGz
DNCE,DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC
Bryson Tiller,Bryson Tiller,Exchange,43PuMrRfbyyuz4QpZ3oAwN
OMI,OMI,Cheerleader,023OVLNzXhX0j7CxswUt6D
One Direction,One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G
Flo Rida,Flo Rida,My House,6Knv6wdA0luoMUuuoYi2i1
iLoveMemphis,iLoveMemphis,Hit The Quan,4OjuzM3rTWp3q60mEldNSF
DeJ Loaf Featuring Big Sean,DeJ Loaf,Back Up,0sr5LOMv4x0jmTYfe6oOvP
Missy Elliott Featuring Pharrell Williams,Missy Elliott,WTF (Where They From),7IAa7vUJ11STN7le8XaxsH
Adele,Adele,When We Were Young,7GgWAITsYJaRM3r50rfh5w
Emily Ann Roberts,Emily Ann Roberts,Burning House,4hgrcrkcaHtsdKU35RZyn6
Yo Gotti Featuring Nicki Minaj,Yo Gotti,Down In The DM,1LxKKYsJNPeBdOwdudsJzv
Brothers Osborne,Brothers Osborne,Stay A Little Longer,23EkfwUdsRIz7jAZIcC8gb
Justin Bieber,Justin Bieber,I'll Show You,0SNIAtRCPVVLoGEPcuHSIc
Charlie Puth,Charlie Puth,One Call Away,7soJgKhQTO8hLP2JPRkL5O
Luke Bryan Featuring Karen Fairchild,Luke Bryan,Home Alone Tonight,0RE8WWlaCQM6M4XHUK3u7b
Selena Gomez,Selena Gomez,Hands To Myself,5EAzCBzEWjYxV8KUqxmTMl
Blake Shelton,Blake Shelton,Gonna,57gS5wJqIH6sbtBIIiioNY
Chris Brown,Chris Brown,Back To Sleep,6dlpABcXrQKRU9G00i6Zba
Nelly Featuring Jeremih,Nelly,The Fix,33QRsLBBdWDYgCZfWEZqR6
Jason Aldean,Jason Aldean,Gonna Know We Were Here,0mMR63GfhjpxT02rIdq5Mz
Gwen Stefani,Gwen Stefani,Used To Love You,7dhB1xznh2bbCWrFjCSH5x
DLOW,DLOW,Do It Like Me,0z9hbAY5d0RhmvZr3DWMPK
Cole Swindell,Cole Swindell,You Should Be Here,63thx7OANplv4I4BQsanHk
Drake & Future,Drake,Big Rings,7jslhIiELQkgW9IHeYNOWE
Jana Kramer,Jana Kramer,I Got The Boy,6tbNaE7kvGNqS7FvJ0dzLB
Jordan Smith,Jordan Smith,Climb Every Mountain,6GtMaEfcLyzwfglzSlqzyX
LOCASH,LOCASH,I Love This Life,21jkhW2773dELgTMRJcMfI
Drake,Drake,Back To Back,5lFDtgWsjRJu8fPOAyJIAK
Rudimental Featuring Ed Sheeran,Rudimental,Lay It All On Me,38ismoqQYn75ruDSQ2Jtx8
Tim McGraw,Tim McGraw,Top Of The World,4pdoeoOQSu6DNznlfNc5FP
Rachel Platten,Rachel Platten,Stand By You,3kSXn1osC89W8JcPLozTzs
Young Thug,Young Thug,Best Friend,33JcUj9qQDayKswunZP9ar
Fall Out Boy,Fall Out Boy,Irresistible,3znPiywA0q1VK2jgAZFDoI
Halsey,Halsey,New Americana,6Xs7OKt6i0Ddq8B4M5Dgvr
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,Lil Dicky,$ave Dat Money,1TkWsnheqK0gBtvh07BtNX
Justin Bieber Featuring Halsey,Justin Bieber,The Feeling,7E390nZTMqEbrNC1TmHd42
Ty Dolla $ign Featuring Future & Rae Sremmurd,Ty Dolla $ign,Blase,2NAZcL9tLUkdMMb5v3xFVG
Rae Sremmurd,Rae Sremmurd,Come Get Her,1Ser4X0TKttOvo8bgdytTP
Dan + Shay,Dan + Shay,Nothin' Like You,4W38RXuQNuoTSwVsQA1OGC
Andy Grammer,Andy Grammer,Good To Be Alive (Hallelujah),3gHc5XTAywdFQUsHS6DD7G
Kelsea Ballerini,Kelsea Ballerini,Dibs,6FWrlXo99QRmPtOeUSWDjv
Luke Bryan,Luke Bryan,Strip It Down,5XFu5S1vBY7sNHlheCapOz
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Macklemore,Downtown,5pfJsMwoRYKampPay8amX0
Jordan Smith & Adam Levine,Jordan Smith,God Only Knows,26BvbgWisvyequ09r52TDA
Granger Smith,Granger Smith,Backroad Song,6naYpFIKihKbGg6lGxpveI
Dawin,Dawin,Dessert,0mxoXsr14ILAYcXZBMJcOs
Big Sean Featuring Chris Brown & Ty Dolla $ign,Big Sean,Play No Games,3rsOs39rDAYxIOrDTHAgR9
Drake,Drake,Right Hand,3lSR267IJfT54p0Gfuw7mi
Bryson Tiller,Bryson Tiller,Sorry Not Sorry,16bHRxM89ue0TiCKARYbRp
Zac Brown Band,Zac Brown Band,Beautiful Drug,6r2wRVeWXlNGFLX9OFF2zI
Carrie Underwood,Carrie Underwood,Smoke Break,46W2wkCzFerbeQbNz3EIaa
Tori Kelly,Tori Kelly,Hollow,160hN2OsDXnmgExwtG7cvD
Jordan Smith,Jordan Smith,Somebody To Love,3RWzLyBUqoBSX4jTAHo4TP
Justin Bieber,Justin Bieber,Purpose,2IjyFRCRn8x1bEquOM3vxg
Nat King Cole,Nat King Cole,The Christmas Song (Merry Christmas To You),4PS1e8f2LvuTFgUs1Cn3ON
Bobby Helms,Bobby Helms,Jingle Bell Rock,7vQbuQcyTflfCIOu3Uzzya
Chris Brown,Chris Brown,Liquor,5u7o3wXWJI7AN1b9KIf3m8
Chris Brown,Chris Brown,Zero,3wrP2GVxWH8VpHPOsKhYgz
Lindsey Stirling,Lindsey Stirling,Hallelujah,1ekYzXIWgelL4Ai3pXMOfe
Fetty Wap,Fetty Wap,RGF Island,1iuljeYz6ZG3GTJOZZkoer
J Balvin,J Balvin,Ginza,4ow72lrTfZhdcEqF70J51R
Chris Brown,Chris Brown,Little More (Royalty),4lvQiZUhHgG8Oldd8S97hd
Kevin Gates,Kevin Gates,Really Really,10I3CmmwT0BkOVhduDy53o
James Bay,James Bay,Let It Go,13HVjjWUZFaWilh2QUJKsP
Future,Future,Stick Talk,20fAoPjfYltmd3K3bO7gbt
Jason Derulo,Jason Derulo,Get Ugly,1dl3vuXJS9anUXE7XnNP75
2 Chainz,2 Chainz,Watch Out,22DKsoYFV5npPXmnPpXL7i
Eric Church,Eric Church,Mr. Misunderstood,79dlQxvdsCDApoM8XChkpy
Keith Urban,Keith Urban,Break On Me.,2wu2C3Tij2Prb7LIbutDqB
Fetty Wap Featuring Monty,Fetty Wap,Jugg,0W1OeXDPntUH0BeyJtE9UM
Randy Houser,Randy Houser,We Went,7JnorPtXApoUw2AuJUGLY1
Florida Georgia Line,Florida Georgia Line,Confession,6IFPfV8PNSYOmufzQ95hmm
Taylor Swift,Taylor Swift,Out Of The Woods,5OndtwLGA9O6XHFcGm2H7r
Carrie Underwood,Carrie Underwood,Heartbeat,05BgC2247XGi8ySwBzOO0o
Jeremih,Jeremih,Oui,0PJIbOdMs3bd5AT8liULMQ
Robin Schulz Featuring Francesco Yates,Robin Schulz,Sugar,5tf1VVWniHgryyumXyJM7w
Kevin Gates,Kevin Gates,2 Phones,0wdKiSBUT7aZkXUIdJWcwC
Chris Stapleton,Chris Stapleton,Nobody To Blame,4WRRCuJYRq7gUKiupxVH9W
Chris Stapleton,Chris Stapleton,Tennessee Whiskey,3fqwjXwUGN6vbzIwvyFMhx
David Bowie,David Bowie,Lazarus,3Vn9oCZbdI1EMO7jxdz2Rc
David Bowie,David Bowie,Space Oddity,72Z17vmmeQKAg8bptWvpVG
Queen & David Bowie,Queen,Under Pressure,11IzgLRXV7Cgek3tEgGgjw
David Bowie,David Bowie,Blackstar,0Fao855T3klV3REFRFHRF3
Brett Eldredge,Brett Eldredge,Drunk On Your Love,1jNNHFZmRGXZFHlil5uhei
David Guetta Featuring Sia & Fetty Wap,David Guetta,Bang My Head,53Y0kdCa1CZ9gRqEuknfwy
Panic! At The Disco,Panic! At The Disco,Emperor's New Clothes,3px2rAPu74ltbkf9eZsZ8h
Mike Posner,Mike Posner,I Took A Pill In Ibiza,1MtUq6Wp1eQ8PC6BbPCj8P
Empire Of The Sun,Empire Of The Sun,Walking On A Dream,5r5cp9IpziiIsR6b93vcnQ
Panic! At The Disco,Panic! At The Disco,Victorious,6od5hFv9IT5JHc7NEF9HRv
Panic! At The Disco,Panic! At The Disco,Death Of A Bachelor,1BECwm5qkaBwlbfo4kpYx8
DJ Snake Featuring Bipolar Sunshine,DJ Snake,Middle,0g5EKLgdKvNlln7TNqBByK
Lukas Graham,Lukas Graham,7 Years,5kqIPrATaCc2LqxVWzQGbk
iLoveMemphis,iLoveMemphis,Lean & Dabb,3anp5nvmUKwMBEIEL1sPHR
The Weeknd,The Weeknd,Acquainted,7uJH0YdSZL6psjxI6Xy08b
Rihanna Featuring Drake,Rihanna,Work,72TFWvU3wUYdUuxejTTIzt
Wiz Khalifa Featuring Travi$ Scott,Wiz Khalifa,Bake Sale,2okC0OWtgS86P2LC18IzHy
Ellie Goulding,Ellie Goulding,Something In The Way You Move,6Wytqpe4mfmyeT8s1xbczG
Rascal Flatts,Rascal Flatts,I Like The Sound Of That,5S5rw0WLVCAux5B5bWCehK
Maren Morris,Maren Morris,My Church,1LM5zQv5pBKPyO7rm7Uz6U
Brad Paisley,Brad Paisley,Country Nation,4yL5WpJZmoxAV4udhE55VY
Tim McGraw,Tim McGraw,Humble And Kind,4Pn0JlCUusD2QHjADuOzuV
Curren$Y Featuring August Alsina & Lil Wayne,Curren$Y,Bottom Of The Bottle,4WC72P8F0CnYmqoPYQ7JDD
Dierks Bentley,Dierks Bentley,Somewhere On A Beach,5CG9Ps5ynNjpKJHmwc95pa
Old Dominion,Old Dominion,Snapback,7I5fYc4qKJddht8Ozhqqdx
Zayn,Zayn,Pillowtalk,0PDUDa38GO8lMxLCRc4lL1
Drake,Drake,Summer Sixteen,17Q87zeXgsAi9iQQbMu9v0
Coldplay,Coldplay,Hymn For The Weekend,6O7OgzZfUQkV4h7uK3KYpw
Charlie Puth Featuring Selena Gomez,Charlie Puth,We Don't Talk Anymore,37FXw5QGFN7uwwsLy8uAc0
Troye Sivan,Troye Sivan,Youth,1cOyWWUr3oXJIxY0AjJEx9
Rihanna,Rihanna,Needed Me,4pAl7FkDMNBsjykPXo91B3
One Direction,One Direction,History,0HMjXBAZmSYOTTi33WpMso
"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",Kevin Gates,Jam,2IAaBzOLUtr2hqcwOItFWJ
Sia,Sia,Alive,25R5Tdr4K7ENb6umHzdCXn
Future Featuring The Weeknd,Future,Low Life,7EiZI6JVHllARrX9PUvAdX
Future,Future,Fly S**t Only,0DjGbGJ38WVWZ4njffE5CN
Fetty Wap,Fetty Wap,Jimmy Choo,7s49Um7G06hq2rulrHPsIy
The Lumineers,The Lumineers,Ophelia,3d8y0t70g7hw2FOWl9Z4Fm
Nelly,Nelly,Die A Happy Man,1mExCoXAGKI6abLGXoG7O3
The Chainsmokers Featuring Daya,The Chainsmokers,Don't Let Me Down,not found
Chase Rice,Chase Rice,Whisper,6EdSZmWCQJfO8T66x9VCID
Chase Bryant,Chase Bryant,Little Bit Of You,4AumKAnMygP1baZGTZrRdp
Mark Ronson Featuring Bruno Mars,Mark Ronson,Uptown Funk!,32OlwWuMpZ6b0aN2RZOeMS
Gwen Stefani,Gwen Stefani,Make Me Like You,2WIxwn8LZRI7knO1VbwdaE
Adele,Adele,All I Ask,05TOt5Vz4StdjMpEdFPlvB
Sia Featuring Sean Paul,Sia,Cheap Thrills,3S4px9f4lceWdKf0gWciFu
Zara Larsson & MNEK,Zara Larsson,Never Forget You,6hmhG1b4LEyNuashVvuIAo
DJ Luke Nasty,DJ Luke Nasty,Might Be,7KLB6Jptw9wyQXkSLiO8qh
Chris Young Duet With Cassadee Pope,Chris Young Duet With Cassadee Pope,Think Of You,1MwhjvmxOhPTgs4BuHFP8t
Kid Ink Featuring Fetty Wap,Kid Ink,Promise,5IZc3KIVFhjzJ0L2kiXzUl
Lee Brice,Lee Brice,That Don't Sound Like You,2l1fWY1albInvAG9t8WP2p
Ruth B,Ruth B,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU
Dustin Lynch,Dustin Lynch,Mind Reader,2MNapHbu7QASoukvVVIxyr
Migos,Migos,Look At My Dab,20n5AhSbetBMt6Xbrm4fa7
Disturbed,Disturbed,The Sound Of Silence,1Cj2vqUwlJVG27gJrun92y
Alessia Cara,Alessia Cara,Wild Things,2ZyuwVvV6Z3XJaXIFbspeE
Ty Dolla $ign Featuring E-40,Ty Dolla $ign,Saved,5UPNBWFU2TEf9kauIITfBs
O.T. Genasis Featuring Young Dolph,O.T. Genasis,Cut It,376KnY4TrgBITxjlnbnmIy
Desiigner,Desiigner,Panda,275a9yzwGB6ncAW4SxY7q3
Belly Featuring The Weeknd,Belly,Might Not,5e9aFSdnkQUrm5y8Dhw0qN
Kelly Clarkson,Kelly Clarkson,Piece By Piece,3KbFtYPyVP6C7BQVgH2cCf
Fifth Harmony Featuring Ty Dolla $ign,Fifth Harmony,Work From Home,4tCtwWceOPWzenK2HAIJSb
Zayn,Zayn,It's You,6dtWKqqdveI3YvdYJQKWWn
Flo Rida Featuring Jason Derulo,Flo Rida,Hello Friday,2UIRHeHi72VP5WBMAfkPe5
Thomas Rhett,Thomas Rhett,T-Shirt,1zWZvrk13cL8Sl3VLeG57F
Lady Gaga,Lady Gaga,Til It Happens To You,0bCCGLHflR08UVA6oJJc8I
Jon Pardi,Jon Pardi,Head Over Boots,4ly1QBXEwYoDmje9rmEgC4
Meghan Trainor,Meghan Trainor,No,0l0CvurVUrr2w3Jj1hOVFc
Blake Shelton,Blake Shelton,Came Here To Forget,1N7qGCKRRnvjoy8MGyHgpS
Shakira,Shakira,Try Everything,1N3dZ7TTWO6VcD4Y3hHYLZ
Taylor Swift,Taylor Swift,New Romantics,6rZVy6FIG7lSJQMFXHo12z
Kendrick Lamar,Kendrick Lamar,Untitled 02 l 06.23.2014.,3I0FBDc1c1BLNtXWKVjmFg
Jake Owen,Jake Owen,American Country Love Song,0O1x2tRm8ZpfDbcpOWZp7z
Justin Bieber,Justin Bieber,Company,61uyGDPJ06MkxJtHgPmuyO
Kendrick Lamar,Kendrick Lamar,Untitled 07 l Levitate,6QvxTX9zvo4u7XhP9vOP3n
Zendaya Featuring Chris Brown,Zendaya,Something New,1z15fhSgN6U2k4gqA1Zu4j
2 Chainz Featuring Lil Wayne,2 Chainz,Gotta Lotta,1gpSrGUfU3F9TOzPlEyLxH
Ariana Grande,Ariana Grande,Dangerous Woman,6RUhbFEhrvGISaQ8u2j2JN
Zayn,Zayn,Like I Would,1zWMf9bVyhY5W3ZORbjNWt
twenty one pilots,twenty one pilots,Ride,2Z8WuEywRWYTKe1NybPQEW
Major Lazer Featuring Nyla & Fuse ODG,Major Lazer,Light It Up,500mvzh7TRZ0YdnVeHhj8b
Jonas Blue Featuring Dakota,Jonas Blue,Fast Car,2mCF8L0brIs88eH6Kf2h9p
Iggy Azalea,Iggy Azalea,Team,2bocAPQcUTLUXx8lAOTiK3
Ariana Grande,Ariana Grande,Be Alright,4gfOOBI36Z94x9Gai61XP4
Dreezy Featuring Jeremih,Dreezy,Body,20s34XSPIiYMGSFDRSs24t
Nick Jonas Featuring Tove Lo,Nick Jonas,Close,3lSDIJ2abCrOdDJ6pshUap
Kenny Chesney,Kenny Chesney,Noise,0XN2BcoaKE4Z2hnq1ZeDY1
Young Thug,Young Thug,With Them,0tISnxqgVmxqhVghsTi2Rr
"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared","Fat Joe, Remy Ma",All The Way Up,61QSuw5VlC0LTS8WMO356g
Luke Bryan,Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",0dbzWSYpMcRtwjI1S7Pkql
Young Thug,Young Thug,Digits,4cg1yakyRSIOjxKM2I7J1q
Young Greatness,Young Greatness,Moolah,5htB2gxndGHrLb09x1Q3Vp
A$AP Ferg Featuring Future,A$AP Ferg,New Level,11BIoKDpTJHX5mZt6p566h
MadeinTYO,MadeinTYO,Uber Everywhere,7zBPzAjKAqQpcv8F8GCq5s
Drake Featuring The Throne,Drake,Pop Style,5mPSyjLatqB00IkPqRlbTE
Drake Featuring WizKid & Kyla,Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0
Kanye West,Kanye West,Famous,19a3JfW8BQwqHWUMbcqSx8
Kanye West,Kanye West,Father Stretch My Hands Pt. 1,4KW1lqgSr8TKrvBII0Brf8
Jason Aldean,Jason Aldean,Lights Come On,4llYMkhHa1w7UAdDFRQcEZ
Kanye West,Kanye West,Pt. 2,1Wsbr1d2BouNGk2q92mIj7
Kanye West,Kanye West,Ultralight Beam,1eQBEelI2NCy7AUTerX0KS
Kanye West,Kanye West,Waves,3nAq2hCr1oWsIU54tS98pL
Keith Urban,Keith Urban,Wasted Time,13wYXGimJ5fANFu0y2pqG1
Rihanna,Rihanna,Kiss It Better,0UHB9METy4VCXNgkcGqHqS
Kanye West,Kanye West,FML,30Zcjs7pgEkmJA1lEbGSWT
Kanye West,Kanye West,Real Friends,66Q3fAmSX5eHamgbKa9alP
PARTYNEXTDOOR Featuring Drake,PARTYNEXTDOOR,Come And See Me,1wZqJM5FGDEl3FjHDxDyQd
Flume Featuring Kai,Flume,Never Be Like You,5WI2ltQIdwgzf1SNE76JyR
Kanye West,Kanye West,Feedback,49fT6owWuknekShh9utsjv
Eric Church,Eric Church,Record Year,5fSPbm5lcwtqwXkeQQswW8
Pitbull Featuring Enrique Iglesias,Pitbull,Messin' Around,2moTY9zKAZkRsODU4TUXY6
Yo Gotti Featuring E-40,Yo Gotti,Law,7mhk9WyqZZzvTTCQKfh2iV
Alan Walker,Alan Walker,Faded,7gHs73wELdeycvS48JfIos
Jennifer Lopez,Jennifer Lopez,Ain't Your Mama,2hgzdQdnfWwtdpZbhZlV72
Jason Derulo,Jason Derulo,If It Ain't Love,5YHR8wBR5jXfGtP766NiAT
Prince And The Revolution,Prince And The Revolution,Purple Rain,54X78diSLoUDI3joC2bjMz
Prince,Prince,When Doves Cry,51H2y6YrNNXcy3dfc3qSbA
Prince And The Revolution,Prince And The Revolution,Kiss,62LJFaYihsdVrrkgUOJC05
Prince,Prince,Little Red Corvette,4N1dFbXmRng8qJ3KdJrbLr
Prince And The Revolution,Prince And The Revolution,Let's Go Crazy,0QeI79sp1vS8L3JgpEO7mD
Prince,Prince,1999,2QSUyofqpGDCo026OPiTBQ
P!nk,P!nk,Just Like Fire,7K5dzhGda2vRTaAWYI3hrb
Future,Future,Wicked,6BbINUfGabVyiNFJpQXn3x
gnash Featuring Olivia O'Brien,gnash,I Hate U I Love U,7vRriwrloYVaoAe3a9wJHe
Grace Featuring G-Eazy,Grace,You Don't Own Me,not found
Ariana Grande Featuring Lil Wayne,Ariana Grande,Let Me Love You,49vZduMPCMnDDrl1WBxUDk
Beyonce,Beyonce,Formation,6g0Orsxv6glTJCt4cHsRsQ
Beyonce,Beyonce,Sorry,0lnIJmgcUpEpe4AZACjayW
Beyonce,Beyonce,Hold Up,0rzNMzZsubFcXSEh7dnem7
Beyonce Featuring The Weeknd,Beyonce,6 Inch,0pxNyJJiL2zZZ5GgJ4JhsQ
Beyonce Featuring Jack White,Beyonce,Don't Hurt Yourself,not found
Prince And The Revolution,Prince And The Revolution,Raspberry Beret,2I1W3hcSsPIsEJfD69pHrW
Beyonce Featuring Kendrick Lamar,Beyonce,Freedom,7aBxcRw77817BrkdPChAGY
Beyonce,Beyonce,Pray You Catch Me,7rLDARtJALM7QdiJDMXW7m
Beyonce,Beyonce,All Night,7oAuqs6akGnPU3Tb00ZmyM
Prince And The Revolution,Prince And The Revolution,I Would Die 4 U,6fBwVe6udYdnRqwqo06if8
Beyonce,Beyonce,Daddy Lessons,71OvX5NNLrmz7rpq1ANTQn
Beyonce,Beyonce,Sandcastles,2FNPJWVdGxYhWaotd6rULS
Beyonce,Beyonce,Love Drought,2RQAG0wQt35UzAPEyVJFWN
Beyonce Featuring James Blake,Beyonce,Forward,2bOWJIYSbhwg2NMQq1QMYH
Fetty Wap,Fetty Wap,Wake Up,6BOtDFg6GJm0rPUDuNmx57
Post Malone,Post Malone,Go Flex,5yuShbu70mtHXY0yLzCQLQ
Calvin Harris Featuring Rihanna,Calvin Harris,This Is What You Came For,0azC730Exh71aQlOt9Zj3y
Florida Georgia Line,Florida Georgia Line,H.O.L.Y.,0BCy325UZyR9z0t0uxwn2N
Ghost Town DJ's,Ghost Town DJ's,My Boo,4c0rkFPszqQTyC753tsCMU
Drake,Drake,Hype,5NFYuqu8V6QXc6mzcLImd6
Drake,Drake,Controlla,3O8NlPh2LByMU9lSRSHedm
Drake Featuring Future,Drake,Grammys,5e574bhjycX1eH2l4Auage
Drake,Drake,Still Here,433P7tDcIAi6NLnf4Sh6tI
Drake,Drake,U With Me?,03L2AoiRbWhvt7BDMx1jUB
Drake,Drake,9,1C7KSXR2GVxknex6I4ANco
Drake Featuring PARTYNEXTDOOR,Drake,With You,3aJkV6DUTSCqOwVwaBDG9B
Drake,Drake,Childs Play,3NxAG2ni1lLa8RKL6a0INc
Drake Featuring Rihanna,Drake,Too Good,3BtuIIrQlkujKPuWF2B85z
Drake,Drake,Feel No Ways,3cjF2OFRmip8spwZYQRKxP
Drake,Drake,Weston Road Flows,4PA16FAl8LPmFmOhARawdV
Drake,Drake,Redemption,4cRBqWBjuccCowYVHFlXK6
Kent Jones,Kent Jones,Don't Mind,27PmvZoffODNFW2p7ehZTQ
Drake,Drake,Keep The Family Close,7sBwAWyXfiIgrYQ8BaJESH
Drake Featuring Pimp C & dvsn,Drake,Faithful,2qLcJOLrh6Djda4uLbldSA
Zedd & Kesha,Zedd,True Colors,71qR03VPn762lG8esdRmkR
Drake,Drake,Fire & Desire,4BhGTc3Cgay2U1QcTS7vQe
Drake,Drake,Views,7MjSipTto9QljYzZnloXOn
Justin Timberlake,Justin Timberlake,Can't Stop The Feeling!,1WkMMavIMc4JZ8cfMmxHkI
Blake Shelton Featuring Gwen Stefani,Blake Shelton,Go Ahead And Break My Heart,6eJBihAzTWRxvvjJWuRQXM
Ariana Grande,Ariana Grande,Into You,63y6xWR4gXz7bnUGOk8iI6
Carrie Underwood,Carrie Underwood,Church Bells,67citk3uzWs5qbaIVKTeg8
Meghan Trainor,Meghan Trainor,Me Too,3KwwE4sgCzMaKWq6QBebmX
OneRepublic,OneRepublic,Wherever I Go,7kftK4n15rl1wbpfjSq2Tk
Keith Urban Featuring Carrie Underwood,Keith Urban,The Fighter,5OUSPcqhYTOzpbXzoEvKim
Chance The Rapper Featuring Lil Wayne & 2 Chainz,Chance The Rapper,No Problem,0v9Wz8o0BT8DU38R4ddjeH
ScHoolboy Q Featuring Kanye West,ScHoolboy Q,THat Part,2yJ9GVCLMmzBBfQAnfzlwr
Chance The Rapper Featuring Ty Dolla $ign,Chance The Rapper,Blessings,2VQc9orzwE6a5qFfy54P6e
Adam Wakefield,Adam Wakefield,I'm Sorry,1LWgoxKUgZIeodlLY7n3vA
X Ambassadors,X Ambassadors,Unsteady,7lGKEWMXVWWTt3X71Bv44I
Adele,Adele,Send My Love (To Your New Lover),0t7fVeEJxO2Xi4H2K5Svc9
Adam Wakefield,Adam Wakefield,Lonesome Broken And Blue,1mx5Q2cmOzUUjEURXbJNOB
Rihanna,Rihanna,Love On The Brain,5oO3drDxtziYU2H1X23ZIp
Dan + Shay,Dan + Shay,From The Ground Up,0lQJBl9YEsoMtE8D4yTE9g
Hannah Huston,Hannah Huston,Every Breath You Take,4hZu7IefxrjzuoGjhWmhOu
